122880 60 0.737805 1 0.849123 0
122880 75 0.804598 1 0.89172 0
122880 90 0.791667 1 0.883721 0
122880 105 0.888889 1 0.941176 0
122880 120 0.923077 1 0.96 0
163840 60 0.952756 1 0.975806 0
163840 75 0.985915 1 0.992908 0
163840 90 0.974359 1 0.987013 0
163840 105 1 1 1 0
163840 120 1 1 1 0
204800 60 0.975806 1 0.987755 0
204800 75 0.972222 1 0.985915 0
204800 90 1 1 1 0
204800 105 1 1 1 0
204800 120 1 1 1 0
245760 60 0.975806 1 0.987755 0
245760 75 0.985915 1 0.992908 0
245760 90 0.974359 1 0.987013 0
245760 105 0.969697 1 0.984615 0
245760 120 0.96 1 0.979592 0
286720 60 1 1 1 0
286720 75 1 1 1 0
286720 90 1 1 1 0
286720 105 1 1 1 0
286720 120 1 1 1 0
