163840 32 1 0 0 31.0003
163840 64 1 0 0 31.0003
163840 128 1 0 0 31.0003
163840 256 1 0 0 31.0003
163840 512 1 0.00195312 1.13544e-08 31.0003
163840 1024 1 0.0136719 2.18347e-07 31.0003
122880 32 1 0 0 31.834
122880 64 1 0 0 31.834
122880 128 1 0 0 31.834
122880 256 1 0.0507812 2.86683e-07 31.834
122880 512 1 0.908203 8.30344e-06 31.834
122880 1024 0.990234 665.505 0.0098627 31.834
204800 32 1 0 0 29.8977
204800 64 1 0 0 29.8977
204800 128 1 0 0 29.8977
204800 256 1 0 0 29.8977
204800 512 1 0 0 29.8977
204800 1024 1 0.000976562 1.25521e-08 29.8977
245760 32 1 0 0 31.8654
245760 64 1 0 0 31.8654
245760 128 1 0 0 31.8654
245760 256 1 0 0 31.8654
245760 512 1 0 0 31.8654
245760 1024 1 0 0 31.8654
286720 32 1 0 0 29.1606
286720 64 1 0 0 29.1606
286720 128 1 0 0 29.1606
286720 256 1 0 0 29.1606
286720 512 1 0 0 29.1606
286720 1024 1 0.000976562 1.3418e-08 29.1606
286720 32 1 0 0 30.7616
286720 64 1 0 0 30.7616
286720 128 1 0 0 30.7616
286720 256 1 0 0 30.7616
286720 512 1 0 0 30.7616
286720 1024 1 0 0 30.7616
