120 7146 0.541045 0.986395 0.698795 15
120 8933 0.560209 0.990741 0.715719 15
120 10719 0.604651 0.987342 0.75 15
120 12506 0.61 1 0.757764 15
120 14292 0.615385 1 0.761905 15
160 7146 0.636364 1 0.777778 15
160 8933 0.666667 1 0.8 15
160 10719 0.699115 1 0.822917 15
160 12506 0.717647 1 0.835616 15
160 14292 0.738462 1 0.849558 15
200 7146 0.688679 0.993197 0.81337 16
200 8933 0.718121 0.990741 0.832685 16
200 10719 0.705357 1 0.827225 16
200 12506 0.72619 1 0.841379 16
200 14292 0.716418 1 0.834783 16
240 7146 0.781915 1 0.877612 15
240 8933 0.8 1 0.888889 15
240 10719 0.831579 1 0.908046 15
240 12506 0.871429 1 0.931298 15
240 14292 0.857143 1 0.923077 15
280 7146 0.869822 1 0.93038 16
280 8933 0.885246 1 0.93913 16
280 10719 0.908046 1 0.951807 16
280 12506 0.924242 1 0.96063 16
280 14292 0.979592 1 0.989691 16
280 7146 0.816667 1 0.899083 15
280 8933 0.850394 1 0.919149 15
280 10719 0.840426 1 0.913295 15
280 12506 0.847222 1 0.917293 15
280 14292 0.872727 1 0.932039 15
160 7146 -nan -nan -nan 0
160 8933 -nan -nan -nan 0
160 10719 -nan -nan -nan 0
160 12506 -nan -nan -nan 0
160 14292 -nan -nan -nan 0
160 60 0.952756 1 0.975806 0
160 75 0.972222 1 0.985915 0
160 90 1 1 1 0
160 105 1 1 1 0
160 120 1 1 1 0
160 7146 0.616034 0.993197 0.760417 16.9018
160 8933 0.642857 1 0.782609 16.9018
160 10719 0.658333 1 0.79397 16.9018
160 12506 0.663043 1 0.797386 16.9018
160 14292 0.666667 1 0.8 16.9018
160 60 0.902985 1 0.94902 0.395055
160 75 0.933333 1 0.965517 0.395055
160 90 0.926829 1 0.962025 0.395055
160 105 1 1 1 0.395055
160 120 1 1 1 0.395055
