120 32 1 1.70644e-06 0.03125 2.48436
120 64 1 7.33797e-06 0.078125 2.48436
120 128 1 3.1465e-05 0.226562 2.48436
120 256 0.996094 0.000140908 0.625 2.48436
120 512 0.998047 0.00032165 0.974609 2.48436
120 1024 0.992188 0.000725675 1.39258 2.48436
160 32 1 1.34293e-06 0.03125 2.42536
160 64 1 1.76435e-06 0.03125 2.42536
160 128 1 8.55055e-06 0.0703125 2.42536
160 256 1 3.28817e-05 0.160156 2.42536
160 512 1 0.00025698 0.6875 2.42536
160 1024 0.99707 0.000413699 0.780273 2.42536
200 32 1 0 0 2.39068
200 64 1 1.73824e-06 0.015625 2.39068
200 128 1 9.15345e-06 0.0625 2.39068
200 256 1 3.3926e-05 0.148438 2.39068
200 512 1 4.66833e-05 0.148438 2.39068
200 1024 1 0.000140431 0.253906 2.39068
240 32 1 0 0 2.37486
240 64 1 1.73824e-06 0.015625 2.37486
240 128 1 1.83089e-06 0.015625 2.37486
240 256 1 1.3645e-05 0.0664062 2.37486
240 512 0.998047 6.1248e-05 0.183594 2.37486
240 1024 0.99707 0.000116324 0.224609 2.37486
