120 32 1 6.74936e-08 0.03125 223.628
120 64 1 1.58158e-07 0.0625 223.628
120 128 1 5.16049e-07 0.148438 223.628
120 256 1 1.52211e-06 0.347656 223.628
120 512 1 2.32825e-06 0.375 223.628
120 1024 0.996094 6.14239e-06 0.5625 223.628
120 32 1 2.18604e-08 0.03125 219.327
120 64 1 1.09302e-08 0.015625 219.327
120 128 1 3.31309e-08 0.015625 219.327
120 256 1 2.28913e-07 0.0507812 219.327
120 512 0.998047 4.03001e-06 0.501953 219.327
120 1024 0.5 2.01501e-06 0.250977 219.327
160 32 1 7.38615e-08 0.03125 197.245
160 64 1 7.55141e-08 0.03125 197.245
160 128 1 9.98713e-08 0.03125 197.245
160 256 1 8.08748e-07 0.15625 197.245
160 512 1 1.47317e-06 0.21875 197.245
160 1024 0.5 7.36586e-07 0.109375 197.245
200 32 1 0 0 196.693
200 64 1 0 0 196.693
200 128 1 8.17516e-08 0.0234375 196.693
200 256 1 8.28955e-07 0.160156 196.693
200 512 1 9.78671e-07 0.15625 196.693
200 1024 0.5 4.89335e-07 0.078125 196.693
240 32 1 0 0 164.303
240 64 1 8.91793e-08 0.03125 164.303
240 128 1 4.45896e-08 0.015625 164.303
240 256 0.996094 1.93142e-07 0.0390625 164.303
240 512 0.998047 7.21303e-07 0.09375 164.303
240 1024 0.5 3.60652e-07 0.046875 164.303
280 32 1 0 0 90.4648
280 64 1 0 0 90.4648
280 128 1 0 0 90.4648
280 256 1 1.18942e-07 0.0234375 90.4648
280 512 1 4.02945e-07 0.0546875 90.4648
280 1024 1 2.29695e-06 0.183594 90.4648
