120 32 1 0 0 2.34526
120 64 1 0 0 2.34526
120 128 1 7.62756e-06 0.046875 2.34526
120 256 1 2.93038e-05 0.128906 2.34526
120 512 1 9.45554e-05 0.263672 2.34526
120 1024 0.5 4.72777e-05 0.131836 2.34526
160 32 1 1.46213e-06 0.03125 2.40558
160 64 1 2.50643e-06 0.03125 2.40558
160 128 1 5.20558e-06 0.0390625 2.40558
160 256 1 2.23432e-05 0.0976562 2.40558
160 512 0.998047 4.85991e-05 0.140625 2.40558
160 1024 0.998047 0.000145035 0.287109 2.40558
200 32 1 0 0 2.28684
200 64 1 0 0 2.28684
200 128 1 7.30798e-06 0.046875 2.28684
200 256 1 1.555e-05 0.0742188 2.28684
200 512 1 6.17646e-05 0.189453 2.28684
200 1024 0.5 3.08823e-05 0.0947266 2.28684
240 32 1 0 0 2.2772
240 64 1 0 0 2.2772
240 128 1 4.95464e-06 0.03125 2.2772
240 256 1 4.48147e-06 0.0234375 2.2772
240 512 0.998047 2.86952e-05 0.0742188 2.2772
240 1024 0.5 1.43476e-05 0.0371094 2.2772
280 32 1 0 0 2.25362
280 64 1 0 0 2.25362
280 128 1 0 0 2.25362
280 256 1 9.45079e-06 0.0390625 2.25362
280 512 1 2.14138e-05 0.0625 2.25362
280 1024 0.5 1.07069e-05 0.03125 2.25362
120 32 1 0 0 2.41163
120 64 1 5.04402e-06 0.0625 2.41163
120 128 1 1.35749e-05 0.109375 2.41163
120 256 0.996094 5.0544e-05 0.242188 2.41163
120 512 0.998047 0.000118847 0.357422 2.41163
120 1024 0.998047 0.00035563 0.65332 2.41163
160 32 1 1.46213e-06 0.03125 2.38244
160 64 1 2.50643e-06 0.03125 2.38244
160 128 1 5.20558e-06 0.0390625 2.38244
160 256 1 2.23432e-05 0.0976562 2.38244
160 512 0.998047 4.85991e-05 0.140625 2.38244
160 1024 0.998047 0.000145035 0.287109 2.38244
200 32 1 0 0 2.36839
200 64 1 1.73824e-06 0.015625 2.36839
200 128 1 2.73724e-06 0.0234375 2.36839
200 256 1 1.39768e-05 0.0703125 2.36839
200 512 1 3.84342e-05 0.109375 2.36839
200 1024 0.999023 0.000102403 0.185547 2.36839
240 32 1 0 0 2.39171
240 64 1 0 0 2.39171
240 128 1 5.14976e-06 0.03125 2.39171
240 256 1 5.32249e-06 0.0273438 2.39171
240 512 0.998047 3.60105e-05 0.09375 2.39171
240 1024 0.999023 9.06871e-05 0.15332 2.39171
280 32 1 0 0 2.36052
280 64 1 0 0 2.36052
280 128 1 3.72129e-06 0.0234375 2.36052
280 256 1 3.58494e-06 0.0195312 2.36052
280 512 1 1.84131e-05 0.0507812 2.36052
280 1024 1 0.000102779 0.1875 2.36052
120 32 1 1.70644e-06 0.03125 2.65385
120 64 1 7.33797e-06 0.078125 2.65385
120 128 1 3.1465e-05 0.226562 2.65385
120 256 0.996094 0.000140908 0.625 2.65385
120 512 0.998047 0.00032165 0.974609 2.65385
120 1024 0.992188 0.000725675 1.39258 2.65385
