240 60 0.423913 0.959016 0.58794 0.599838 60 0.3 3.75
240 75 0.412121 0.918919 0.569038 0.599838 60 0.3 3.75
240 90 0.368932 0.974359 0.535211 0.599838 60 0.3 3.75
240 105 0.438356 0.969697 0.603774 0.599838 60 0.3 3.75
240 120 0.45283 0.96 0.615385 0.599838 60 0.3 3.75
320 60 0.506438 0.967213 0.664789 0.552078 60 0.3 3.75
320 75 0.522727 0.932432 0.669903 0.552078 60 0.3 3.75
320 90 0.506667 0.974359 0.666667 0.552078 60 0.3 3.75
320 105 0.542373 0.969697 0.695652 0.552078 60 0.3 3.75
320 120 0.571429 0.96 0.716418 0.552078 60 0.3 3.75
400 60 0.591133 0.983607 0.738462 0.583903 60 0.3 3.75
400 75 0.635514 0.918919 0.751381 0.583903 60 0.3 3.75
400 90 0.612903 0.974359 0.752475 0.583903 60 0.3 3.75
400 105 0.64 0.969697 0.771084 0.583903 60 0.3 3.75
400 120 0.666667 0.96 0.786885 0.583903 60 0.3 3.75
480 60 0.670391 0.983607 0.797342 0.565375 60 0.3 3.75
480 75 0.69697 0.932432 0.797688 0.565375 60 0.3 3.75
480 90 0.633333 0.974359 0.767677 0.565375 60 0.3 3.75
480 105 0.680851 0.969697 0.8 0.565375 60 0.3 3.75
480 120 0.666667 0.96 0.786885 0.565375 60 0.3 3.75
560 60 0.676301 0.959016 0.79322 0.612017 60 0.3 3.75
560 75 0.741935 0.932432 0.826347 0.612017 60 0.3 3.75
560 90 0.730769 0.974359 0.835165 0.612017 60 0.3 3.75
560 105 0.761905 0.969697 0.853333 0.612017 60 0.3 3.75
560 120 0.705882 0.96 0.813559 0.612017 60 0.3 3.75
240 60 0.618557 0.983607 0.759494 0.639402 20 0.3 0.75
240 75 0.69 0.932432 0.793103 0.639402 20 0.3 0.75
240 90 0.690909 0.974359 0.808511 0.639402 20 0.3 0.75
240 105 0.711111 0.969697 0.820513 0.639402 20 0.3 0.75
240 120 0.8 0.96 0.872727 0.639402 20 0.3 0.75
320 60 0.719512 0.967213 0.825175 0.589582 20 0.3 0.75
320 75 0.752688 0.945946 0.838323 0.589582 20 0.3 0.75
320 90 0.716981 0.974359 0.826087 0.589582 20 0.3 0.75
320 105 0.727273 0.969697 0.831169 0.589582 20 0.3 0.75
320 120 0.727273 0.96 0.827586 0.589582 20 0.3 0.75
400 60 0.784314 0.983607 0.872727 0.627262 20 0.3 0.75
400 75 0.806818 0.959459 0.876543 0.627262 20 0.3 0.75
400 90 0.77551 0.974359 0.863636 0.627262 20 0.3 0.75
400 105 0.842105 0.969697 0.901408 0.627262 20 0.3 0.75
400 120 0.888889 0.96 0.923077 0.627262 20 0.3 0.75
480 60 0.882353 0.983607 0.930233 0.659944 20 0.3 0.75
480 75 0.884615 0.932432 0.907895 0.659944 20 0.3 0.75
480 90 0.904762 0.974359 0.938272 0.659944 20 0.3 0.75
480 105 0.941176 0.969697 0.955224 0.659944 20 0.3 0.75
480 120 0.96 0.96 0.96 0.659944 20 0.3 0.75
560 60 0.923077 0.983607 0.952381 0.613207 20 0.3 0.75
560 75 0.958904 0.945946 0.952381 0.613207 20 0.3 0.75
560 90 0.95 0.974359 0.962025 0.613207 20 0.3 0.75
560 105 0.941176 0.969697 0.955224 0.613207 20 0.3 0.75
560 120 0.923077 0.96 0.941176 0.613207 20 0.3 0.75
240 60 0.538813 0.967213 0.692082 0.58098 20 0.3 1.75
240 75 0.526718 0.932432 0.673171 0.58098 20 0.3 1.75
240 90 0.5 0.974359 0.66087 0.58098 20 0.3 1.75
240 105 0.542373 0.969697 0.695652 0.58098 20 0.3 1.75
240 120 0.571429 0.96 0.716418 0.58098 20 0.3 1.75
320 60 0.718563 0.983607 0.83045 0.579065 20 0.3 1.75
320 75 0.734694 0.972973 0.837209 0.579065 20 0.3 1.75
320 90 0.690909 0.974359 0.808511 0.579065 20 0.3 1.75
320 105 0.64 0.969697 0.771084 0.579065 20 0.3 1.75
320 120 0.631579 0.96 0.761905 0.579065 20 0.3 1.75
400 60 0.798658 0.97541 0.878229 0.57621 20 0.3 1.75
400 75 0.795455 0.945946 0.864198 0.57621 20 0.3 1.75
400 90 0.77551 0.974359 0.863636 0.57621 20 0.3 1.75
400 105 0.8 0.969697 0.876712 0.57621 20 0.3 1.75
400 120 0.888889 0.96 0.923077 0.57621 20 0.3 1.75
480 60 0.816327 0.983607 0.892193 0.601284 20 0.3 1.75
480 75 0.851852 0.932432 0.890323 0.601284 20 0.3 1.75
480 90 0.863636 0.974359 0.915663 0.601284 20 0.3 1.75
480 105 0.842105 0.969697 0.901408 0.601284 20 0.3 1.75
480 120 0.857143 0.96 0.90566 0.601284 20 0.3 1.75
560 60 0.882353 0.983607 0.930233 0.65575 20 0.3 1.75
560 75 0.932432 0.932432 0.932432 0.65575 20 0.3 1.75
560 90 0.974359 0.974359 0.974359 0.65575 20 0.3 1.75
560 105 0.969697 0.969697 0.969697 0.65575 20 0.3 1.75
560 120 0.96 0.96 0.96 0.65575 20 0.3 1.75
