240 7146 0.883436 0.979592 0.929032 23.1988 3000 0.3 3.75
240 8933 0.923077 1 0.96 23.1988 3000 0.3 3.75
240 10719 0.940476 1 0.969325 23.1988 3000 0.3 3.75
240 12506 0.924242 1 0.96063 23.1988 3000 0.3 3.75
240 14292 0.888889 1 0.941176 23.1988 3000 0.3 3.75
320 7146 0.941935 0.993197 0.966887 22.9372 3000 0.3 3.75
320 8933 0.93913 1 0.96861 22.9372 3000 0.3 3.75
320 10719 0.940476 1 0.969325 22.9372 3000 0.3 3.75
320 12506 0.967742 0.983607 0.97561 22.9372 3000 0.3 3.75
320 14292 1 1 1 22.9372 3000 0.3 3.75
400 7146 0.879518 0.993197 0.932907 23.2676 3000 0.3 3.75
400 8933 0.923077 1 0.96 23.2676 3000 0.3 3.75
400 10719 0.963415 1 0.981366 23.2676 3000 0.3 3.75
400 12506 0.953125 1 0.976 23.2676 3000 0.3 3.75
400 14292 0.941176 1 0.969697 23.2676 3000 0.3 3.75
480 7146 0.941176 0.979592 0.96 23.1349 3000 0.3 3.75
480 8933 0.972973 1 0.986301 23.1349 3000 0.3 3.75
480 10719 0.9875 1 0.993711 23.1349 3000 0.3 3.75
480 12506 0.983871 1 0.99187 23.1349 3000 0.3 3.75
480 14292 0.96 1 0.979592 23.1349 3000 0.3 3.75
560 7146 0.924528 1 0.960784 22.6787 3000 0.3 3.75
560 8933 0.931034 1 0.964286 22.6787 3000 0.3 3.75
560 10719 0.929412 1 0.963415 22.6787 3000 0.3 3.75
560 12506 0.924242 1 0.96063 22.6787 3000 0.3 3.75
560 14292 0.90566 1 0.950495 22.6787 3000 0.3 3.75
560 7146 0.913043 1 0.954545 22.7988 4000 0.3 3.75
560 8933 0.923077 1 0.96 22.7988 4000 0.3 3.75
560 10719 0.908046 1 0.951807 22.7988 4000 0.3 3.75
560 12506 0.924242 1 0.96063 22.7988 4000 0.3 3.75
560 14292 0.90566 1 0.950495 22.7988 4000 0.3 3.75
560 7146 0.936306 1 0.967105 22.4405 2000 0.3 3.75
560 8933 0.947368 1 0.972973 22.4405 2000 0.3 3.75
560 10719 0.940476 1 0.969325 22.4405 2000 0.3 3.75
560 12506 0.953125 1 0.976 22.4405 2000 0.3 3.75
560 14292 0.941176 1 0.969697 22.4405 2000 0.3 3.75
4000 7146 0.993243 1 0.99661 23.834 2000 0.3 3.75
4000 8933 1 1 1 23.834 2000 0.3 3.75
4000 10719 1 1 1 23.834 2000 0.3 3.75
4000 12506 1 1 1 23.834 2000 0.3 3.75
4000 14292 1 1 1 23.834 2000 0.3 3.75
4000 7146 1 1 1 22.8793 1000 0.3 3.75
4000 8933 1 1 1 22.8793 1000 0.3 3.75
4000 10719 1 1 1 22.8793 1000 0.3 3.75
4000 12506 1 1 1 22.8793 1000 0.3 3.75
4000 14292 1 1 1 22.8793 1000 0.3 3.75
400 7146 0.967105 1 0.983278 22.553 1000 0.3 3.75
400 8933 0.990826 1 0.995392 22.553 1000 0.3 3.75
400 10719 1 1 1 22.553 1000 0.3 3.75
400 12506 1 1 1 22.553 1000 0.3 3.75
400 14292 1 1 1 22.553 1000 0.3 3.75
240 7146 0.941176 0.979592 0.96 23.3564 1000 0.3 3.75
240 8933 0.981818 1 0.990826 23.3564 1000 0.3 3.75
240 10719 0.975309 1 0.9875 23.3564 1000 0.3 3.75
240 12506 0.983871 1 0.99187 23.3564 1000 0.3 3.75
240 14292 0.979592 1 0.989691 23.3564 1000 0.3 3.75
320 7146 0.97973 0.986395 0.983051 22.7965 1000 0.3 3.75
320 8933 0.990826 1 0.995392 22.7965 1000 0.3 3.75
320 10719 0.9875 1 0.993711 22.7965 1000 0.3 3.75
320 12506 1 0.983607 0.991736 22.7965 1000 0.3 3.75
320 14292 1 1 1 22.7965 1000 0.3 3.75
480 7146 0.960265 0.986395 0.973154 22.4971 1000 0.3 3.75
480 8933 0.981818 1 0.990826 22.4971 1000 0.3 3.75
480 10719 0.975309 1 0.9875 22.4971 1000 0.3 3.75
480 12506 0.983871 1 0.99187 22.4971 1000 0.3 3.75
480 14292 0.979592 1 0.989691 22.4971 1000 0.3 3.75
560 7146 0.954545 1 0.976744 22.2045 1000 0.3 3.75
560 8933 0.972973 1 0.986301 22.2045 1000 0.3 3.75
560 10719 0.975309 1 0.9875 22.2045 1000 0.3 3.75
560 12506 0.983871 1 0.99187 22.2045 1000 0.3 3.75
560 14292 1 1 1 22.2045 1000 0.3 3.75
560 7146 0.947368 0.979592 0.963211 22.1864 3000 0.3 3.75
560 8933 0.981818 1 0.990826 22.1864 3000 0.3 3.75
560 10719 0.9875 1 0.993711 22.1864 3000 0.3 3.75
560 12506 0.983871 1 0.99187 22.1864 3000 0.3 3.75
560 14292 0.96 1 0.979592 22.1864 3000 0.3 3.75
480 7146 0.972973 0.979592 0.976271 22.4241 3000 0.3 3.75
480 8933 0.981818 1 0.990826 22.4241 3000 0.3 3.75
480 10719 0.951807 1 0.975309 22.4241 3000 0.3 3.75
480 12506 0.968254 1 0.983871 22.4241 3000 0.3 3.75
480 14292 0.979592 1 0.989691 22.4241 3000 0.3 3.75
400 7146 0.869048 0.993197 0.926984 22.556 3000 0.3 3.75
400 8933 0.9 1 0.947368 22.556 3000 0.3 3.75
400 10719 0.940476 1 0.969325 22.556 3000 0.3 3.75
400 12506 0.938462 1 0.968254 22.556 3000 0.3 3.75
400 14292 0.923077 1 0.96 22.556 3000 0.3 3.75
320 7146 0.918239 0.993197 0.954248 22.4152 3000 0.3 3.75
320 8933 0.915254 1 0.955752 22.4152 3000 0.3 3.75
320 10719 0.929412 1 0.963415 22.4152 3000 0.3 3.75
320 12506 0.952381 0.983607 0.967742 22.4152 3000 0.3 3.75
320 14292 0.979592 1 0.989691 22.4152 3000 0.3 3.75
240 7146 0.878049 0.979592 0.926045 22.8178 3000 0.3 3.75
240 8933 0.892562 1 0.943231 22.8178 3000 0.3 3.75
240 10719 0.918605 1 0.957576 22.8178 3000 0.3 3.75
240 12506 0.897059 1 0.945736 22.8178 3000 0.3 3.75
240 14292 0.857143 1 0.923077 22.8178 3000 0.3 3.75
